0,209,176,59,12,47,125,184,159,108,109,80,293,237,178,160,147,102,208
0,0,84,160,199,214,137,34,60,150,118,147,78,30,44,82,116,114,0.469
0,0,0,127,167,137,181,51,20,73,73,109,169,112,123,102,158,158,84
0,0,0,0,47,99,76,134,110,117,90,70,244,188,128,111,98,50,160
0,0,0,0,0,99,76,134,110,117,90,70,244,188,128,111,98,50,199
0,0,0,0,0,0,165,187,158,63,94,52,298,241,216,198,186,142,214
0,0,0,0,0,0,0,113,157,178,151,146,187,110,67,49,25,17,137
0,0,0,0,0,0,0,0,31,124,86,120,123,65,64,54,110,90,35
0,0,0,0,0,0,0,0,0,95,55,86,145,87,97,83,139,133,60
0,0,0,0,0,0,0,0,0,0,29,57,236,179,189,192,199,155,150
0,0,0,0,0,0,0,0,0,0,0,31,206,147,150,143,172,127,118
0,0,0,0,0,0,0,0,0,0,0,0,237,178,197,142,166,121,148
0,0,0,0,0,0,0,0,0,0,0,0,0,60,119,148,192,204,77
0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,71,116,143,29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,75,74,44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,55,82
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,118
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
